item_id_A,item_id_B
379365,952447
584495,103301
600050,103917
1916437,1726383
1917324,112198
1941983,951808
1943553,102329
2065920,1090068
2070689,98921
2089378,1087404
2089653,104746
2117956,101414
2120798,100375
2127762,1092034
2387282,104738
2110340,958194
2258496,94982
2065714,2043399
1927224,1087395
2387738,103618
2088680,103929
283895,96756
1916490,102009
2067765,100363
284706,103370
2067989,103072
2077133,94087
2066173,104965
2067749,99731
1941758,953930
2065112,97135
2075738,99368
1933512,96528
2748479,2139100
2748481,93991
1917618,105636
2201304,103872
1917574,953477
283263,97428
2051246,2026631
2070708,101201
2107203,98921
1946297,92062
2119689,93860
2111173,952654
2114060,95201
2196793,953925
2053121,2028454
2384871,1083170
2258919,1100459
2384881,91441
2384883,1089439
2384885,91299
1925030,100092
2064469,2034550
1920986,114331
2272198,952423
2095880,106193
2748302,2683865
2749361,101683
2749287,104612
1932323,1163164
2118849,101814
2072050,105302
2386515,97329
2386665,951709
2682896,102873
2386687,96794
2386689,1100464
2094503,98408
2103309,1866382
2386733,1090767
2072074,953533
2071923,2031061
2386963,102714
2387012,102875
2117426,100898
2393254,101750
600171,103350
2220130,1091972
2273800,1091458
2071185,952240
2196951,96627
1918921,951842
1913209,101388
2196946,2130733
2196804,1091458
2070648,953161
2197834,953252
2074904,2024953
2065927,1883977
2070824,958153
2196952,951995
1932558,1090737
2258237,2137841
1925741,953359
2116418,92941
1924215,92941
1943477,1087568
1946295,1087552
1924216,92595
2116056,2684057
2251803,2684058
2119379,92272
2251804,2684057
1944309,1088966
1924250,92896
2070260,95337
2123164,954584
2070125,93859
2119371,93861
2070144,93860
2680586,2682599
1935620,93612
2077823,1090651
1914943,1088881
1918571,97652
2118346,102327
2387722,2028188
1939629,97977
2066401,2685885
2198114,1953948
2077374,951671
1941170,951818
2196842,1089461
2197641,102941
2077831,93722
2197636,103057
2055663,2011433
1935027,96309
2088490,93996
1935035,104083
2196774,2683591
2273987,101586
2196956,1091524
2196942,1091526
2196850,101586
1946797,2028208
1946798,2028205
2068752,92534
2068607,93946
1914586,1089981
2065788,102439
1915514,92141
2068559,93260
1947604,1083239
1925531,94987
2065862,1090877
2077047,93727
1914478,2682168
1938680,952393
2067295,101456
2067655,101862
284270,100729
2068950,94926
1931743,96989
2067963,1084131
1918914,95878
1933116,93745
1950094,102009
2067230,94923
1935032,96244
2116023,1092006
2387286,954778
2065544,958200
1920349,102191
2065431,105374
1952194,100080
2196423,1090654
1944689,2683571
1920320,952272
1916707,1703513
2194673,97923
2199749,2009189
2682827,103986
2383233,952897
2199672,96339
1924829,104024
2071931,96775
2052759,103419
2052474,952359
284607,952982
1925088,100321
1913201,953600
2055457,952031
2055468,102378
2055462,102378
2094390,101905
1933535,954921
2749360,91441
2053280,953590
1927221,96992
2686042,1089531
2055691,103917
1928104,94835
2383828,1086032
1914967,94541
2087753,101943
2053774,1087615
1926240,97429
1921639,91294
2066435,103046
1925099,1091429
1922212,954261
1933028,100335
361705,950552
2049856,113464
1932340,1163159
2049893,1088584
2062584,949338
2202858,96499
2064121,948922
1940467,2682411
1940466,950837
2385931,106116
2258958,1088584
2259027,1891248
2258976,1891248
2064917,1891248
2104498,1088580
2259058,948961
2116283,1088567
2127848,113390
2064975,106736
1916853,106736
2064782,113464
2064960,106736
2064950,107150
2750944,108174
2075076,97329
2195989,1087576
1924861,96362
2392477,96617
1913584,952674
361443,102285
2056660,951911
1945479,98904
2055109,951911
1924834,96534
1924860,96733
2257772,2685835
284209,2031061
2393187,103307
2393189,100377
1912816,2031061
1921389,103274
1912831,1090634
2386824,1089649
2196177,1091080
2196178,1091084
1941615,105262
2065447,1952576
2071371,953953
1921266,101695
2111668,105283
2110385,1089582
2257776,2682299
2214199,2682255
1916365,951805
363556,1089584
2194099,97189
2081691,103089
2076977,95867
2196790,100408
2392551,98120
2386987,97701
2194090,2682548
2387004,95519
2392568,2682223
2392570,98490
2269503,103213
1915189,102949
1947993,103064
2194063,953919
1912839,2683593
2194102,958518
2194104,104084
371722,953925
2196783,103800
1917117,95617
1916443,953925
2200706,1719498
2194091,100221
2393261,102714
1925109,100323
1941984,951808
2671280,958088
1918782,101783
2071073,103234
2124692,1858041
2196348,2130732
1918786,104033
2070832,98730
1947729,96791
2055446,105788
1942465,104800
2118766,2683620
2055401,98396
1943473,92074
364262,953492
2199646,98839
1941713,92119
1924246,93071
2070374,1703249
2118974,92837
2070358,1087549
2120459,954426
2077817,954526
1915414,93859
2053502,105840
2053266,102536
2122216,98181
1920538,101511
1927220,953904
1920793,952202
2077829,95093
2077406,94779
1937750,95276
1926727,954564
1948319,105314
2053484,1090537
2053411,1092029
1940112,1092029
1918872,956830
1948489,105368
2077557,96962
2269563,951697
1915205,952287
2070066,105095
1927253,98010
1923547,103263
1915126,98687
1927264,1086981
1915204,952287
2117897,1084177
2124849,98102
2673204,97999
2196427,100683
2392876,2683682
2387765,105892
2124850,1086258
2124852,1086259
2387810,96496
2387816,2683899
2387859,102922
2384152,97998
2124860,98419
2066396,1086250
1919119,104586
1932609,2039185
1944857,99584
1944858,99671
2065660,1086251
356592,98000
1938529,101231
2269517,102839
2392930,2683776
600051,104612
1941164,958618
1941627,98321
2069409,102324
2194064,99176
2197754,955030
2082427,101162
1932214,1087578
1944945,99670
1920079,951679
1920075,99391
2087646,100561
2708299,1086162
2069130,953091
1943400,953581
1918779,98569
1927183,99621
1918791,100332
1918783,101825
2068794,96479
2112624,101232
2197746,100197
2120922,105514
2274370,102506
2258851,92241
2068710,93051
1913158,2024955
1915173,100438
2258309,92768
1923536,92780
2269585,103373
2132184,98399
2120166,97417
2051794,99242
1917369,1089434
2196645,1083236
2052256,1089438
2070123,954131
2196104,1083167
1947606,91335
1924342,93777
2070874,958501
1918926,105809
1917828,103626
2067616,96116
1915803,91405
1924026,105317
2269434,1894215
2110217,1868776
2068103,1867861
1916909,97035
2272779,101347
2067781,105100
2068210,102971
1917770,102521
1916908,97035
1939233,1865643
1915029,952078
2115240,2683639
2194036,951690
2055612,953566
2393011,97999
1921391,97203
2065851,103191
2194019,2683629
2055406,97726
1946602,952241
1916962,98670
2671342,1091741
2258252,100334
2065172,98494
2383279,2683827
2751022,2685967
2385548,101587
2124652,1145522
2259474,951685
2204014,96395
2386249,112895
1924862,104342
1924845,96414
1924854,96331
1924828,95738
1924863,96074
1924855,98377
1913587,953212
2071937,1083378
1943296,105495
1944303,96833
1924858,2686000
1934316,95916
2071922,2031060
1934317,95889
2071924,1083383
1924853,1090624
1912827,96071
1912836,2031059
1945498,98897
1921386,105026
1920417,103457
2070051,99386
1939849,1087573
1941616,105262
1924859,103311
1924848,101745
1921307,99499
1913578,953211
1924841,105758
1912822,1090631
2055916,956827
2052656,952303
2071514,102589
1947755,96163
2052644,100316
2052590,102879
283312,100325
2071167,1092010
2393237,100389
2055927,98434
2052494,96236
1913536,1090057
2071137,2683906
1916442,105457
1916441,951739
1913535,1090055
1931998,98825
1931973,958185
2052616,952663
1935479,2683853
1925090,100321
1913065,98694
2387182,98476
1913542,98405
1916432,2138394
1913067,952243
2078040,1091810
1918788,103086
1913538,105041
1920033,104511
2052526,105630
2123594,101905
2103243,98475
1918920,951854
1918919,951863
2070825,951973
2268084,952404
2751517,100389
2273886,2683958
2076974,952987
1923226,104106
1923237,104165
1933418,2024952
2052501,953918
1917553,103252
1951896,1089981
367794,98478
2268502,952404
2070791,1089978
2196343,1089578
2076972,101413
2055721,101011
2052478,952676
1939148,98730
1928237,2024953
2055986,98473
283040,98652
1914570,102016
283248,103033
2055628,953100
1947734,102966
1920240,100341
2055407,2683812
2118377,97850
1925740,103500
2055616,97428
2055624,105580
1925286,104387
2118758,1090228
1923221,1089626
2055570,103563
2118786,1100489
2198094,2682551
1923434,102530
1920341,102191
2199178,2683770
2198104,2682324
2260432,2682339
2218015,105665
2198102,2682325
2198090,2159828
2262904,2682311
2198092,2683772
2383291,103561
2198103,2683629
2198097,97850
2198101,2682322
2051502,99512
1917063,95758
2055609,951708
2055399,104246
2070565,2682325
2070760,952498
2055580,97222
2055621,952569
2055404,102289
2070571,1091998
1925279,104836
2198093,2682322
2114089,1088476
2055590,98450
2070573,96768
1914568,100417
2055554,100587
1914565,98479
2391771,953699
1924267,104695
2203701,98145
1933003,105934
1933007,100193
1923901,93070
1914953,94532
2119268,92835
1912202,98184
1941706,91828
1924790,1085977
1912200,98184
2202929,99601
1933022,2682608
1924252,92924
2257940,94868
2070183,93603
2258343,1089015
1914917,94534
1914955,94498
1914924,94533
1914927,94615
1928175,93658
2088523,94971
1945523,1090387
1926726,1089222
1915415,93859
1919702,94976
1914905,94528
2077869,1884029
2077874,1884029
1914975,1089040
2052947,95232
2070138,95234
2070270,94129
1937751,1090837
1926728,95256
1946490,1088987
1925552,94251
1927591,93714
1948036,954333
1928151,93656
2068892,93834
2070248,1953511
2196874,954008
2260470,92247
2068961,954125
1922246,94843
1926730,94755
1922199,94081
1926737,95005
1925343,94837
2070265,2011596
2070121,94359
1922248,94130
2392780,954926
1941714,92112
1923461,1092037
2258519,2683726
2053516,956831
2053479,103523
2081466,953904
2053496,1872712
2749340,1090307
2203507,1087462
1920549,97327
2747778,1090540
2384144,2683862
2203713,101243
2070088,954200
2077716,99728
1916959,97140
1922917,94113
2055011,2021658
1912444,97761
1920588,97326
2053490,97760
2260534,101248
2074765,105252
2093300,956831
2203734,105615
1927170,105245
2054979,96691
2070090,954125
2054987,96691
1927234,97879
2053486,1163178
2053442,101023
2053503,2683973
1923636,105095
2077694,99621
1915233,952300
2384782,105095
1943097,1090544
1920574,97326
2258591,1090512
1937903,101534
1938801,953042
2053291,953590
1912450,105246
1935093,96621
1915218,2145224
2115311,2685989
1939823,102962
1927181,105144
1927228,96699
1927189,100938
1927167,96740
1920546,101519
1915232,952288
1941487,102774
361487,99515
1925091,100683
1949776,2683897
2387751,98032
2392890,102922
2220238,1086251
2066334,103749
2387803,96348
2387808,102617
2387809,96496
2093533,105892
2387885,2683681
1918784,95591
1918781,101802
2054736,101619
1938524,101360
1943434,1091002
2203910,2682314
2055669,1089451
367212,103067
2052328,1087350
2052376,1087350
600059,99492
2120452,105082
1943208,953923
1943216,953923
2052597,97005
1939144,951973
1939171,101175
2052515,97757
2196928,1086211
1935438,958572
1939201,100238
1947180,105561
1920200,1089448
1920172,1089498
2055687,104612
2202907,953923
2203909,2682330
1912244,953123
2258144,953448
1919994,1089481
1920168,952586
1943202,103200
2055679,103365
1942006,102643
1945914,105896
1943211,102839
2070399,958126
1941987,100654
1941162,98366
2055671,958193
1941988,100653
2052614,104473
1939609,100312
1925102,100325
2052602,105855
599792,100324
2069194,93597
1927731,100693
1941998,104567
1916433,105526
2120928,103423
379346,2037284
2052535,952666
1931979,953858
2054767,99180
1935398,1089018
1933503,100422
2387912,952527
2258422,1088901
1919690,96535
1941172,952594
1938534,103709
1939599,102796
1918796,98570
1935486,91857
2068838,951769
1946813,93689
1916101,100197
2068878,104228
362385,105427
2068881,103535
1931849,102355
2069408,97513
2068904,101162
2056032,952947
1941151,102457
2088916,101448
1914573,103505
1927592,2011573
2068269,1163496
1927593,954527
2053785,95797
1920782,96719
2258847,95086
1913069,98692
2112471,1086390
1923252,951669
2052694,955187
1940076,955199
1923229,952404
1923241,951667
1923271,1089596
2258404,954477
2383250,2685777
1927582,2011574
1923808,2685931
1923480,102745
2053199,97413
2067125,98793
2382653,1083711
1920173,1089498
1947195,1092125
2266623,1091730
2266659,960068
1924330,103692
1932563,101552
2051318,1089634
2269522,2682311
1941163,102871
2194626,93883
1917101,103917
1946656,93811
1932995,952264
2260449,952251
1938540,98861
2065415,953890
1927236,1086983
2050935,99322
2197832,98244
2194031,99045
2050972,97002
2050973,97002
2202714,2685462
2074468,951168
2049630,949238
1922812,106151
1932258,109866
2050896,109866
2074498,113506
1927514,108302
2749453,2684922
1943168,100541
2271713,100460
2678413,953451
1920784,103895
2385116,103650
2079291,1170888
1943167,100541
2385113,97866
2060505,97872
2086615,106150
2086628,106123
2381918,2685665
2384616,114458
2118311,949072
2203985,949072
2385904,1088588
1920060,113513
1944435,951437
2076528,113517
2049829,949814
1915725,957282
1932259,109866
2064464,2034550
2115813,114433
2064910,2038146
2049707,106062
1916855,109089
2393097,111505
2381922,2685667
2749560,109866
2386009,111089
2393105,113241
2386028,1091938
2064946,109089
1915722,1088584
2259052,108289
2064777,114670
2267206,108329
1932402,949162
1916852,113464
1940043,949053
2386123,113241
2076424,949072
1916876,109281
2103187,95758
2050905,106123
2049845,949814
1932007,102373
2124324,114739
1932512,114238
1947278,950953
1916086,107988
2252418,111713
1922910,957978
1922904,957985
1922906,957997
1948163,107944
2127830,114620
1940775,115798
1916057,111328
1938857,112231
2064248,949392
2195208,2156681
2063604,950192
1915004,107684
2071462,1083176
374107,1725343
363087,1088580
2067771,101782
2070659,96305
2092504,114066
2208670,112677
2257839,2139118
1947605,91340
1942158,104604
1945495,98899
1923462,1086973
284878,103181
1913071,98703
2200823,954778
2750075,94039
1943354,98115
1933035,1092148
2066438,99477
1918916,952379
379279,103073
2754422,949150
1940033,951024
2787332,111343
1939916,949428
2076794,1086202
2201665,94866
1952172,100489
2071730,105824
2127354,2683977
1940038,109422
2750747,114498
2080250,951153
1916353,104273
1925276,105261
1933476,952986
2393375,102445
1922784,949172
2052471,2008261
2065588,1952590
2067867,101715
2052920,96274
1915738,957286
2790721,1086200
600361,952449
1940094,102237
2756349,114498
600441,99541
284762,98468
2077016,953728
1941203,953175
1928421,94606
374728,953071
1952026,2683693
2074652,1083207
2387197,102183
2194415,2136662
2110234,100426
2380727,94989
2749351,2682258
2267092,107119
2258857,2141284
2103276,1952588
1923767,103135
1921372,104100
1933353,101558
2051347,100711
1927201,104280
1948507,2041560
284227,103229
2120619,100276
1948034,95315
1920536,1726413
283039,98243
1939830,102962
2076469,1088559
2778368,1090543
2052660,1087809
2387161,952465
2056503,96534
1913676,1090200
1920535,101507
1916856,109106
1948156,958011
1948956,1086258
1938909,109586
1924314,954525
364476,2036556
2202774,104323
2115631,99112
2387047,100880
1941315,952926
2052075,2685887
2063313,109131
2057432,1090680
1923440,1090245
1921301,953515
2127035,112891
2236726,110597
2262368,96586
2197882,102977
2386251,951580
2069304,101855
1947651,114979
1941775,104749
2382753,114595
1917330,111370
2053555,94212
374641,103864
2076736,100829
2195996,2685839
2116055,100362
1925744,103500
1934532,94723
2200563,92438
2055351,98883
1925285,104656
1924801,1091257
2071552,98115
1922213,93663
2383318,98986
2067667,104839
2090317,98788
1950736,104656
2115301,97117
1933474,96523
1915222,952299
2260869,955680
2071501,99049
1941260,951248
1933459,103785
2052476,104145
284578,101859
1926801,95983
2273119,100279
2208206,952476
1943357,103184
600368,1086970
2382408,105334
2082855,954831
2194390,1086901
2080476,1091229
1940046,949088
2197899,2683598
1939896,1100468
1942063,103689
1946771,95089
2270752,1090844
1939330,111089
599883,91876
283237,102687
584273,96910
1916546,950985
2083924,107639
1938837,113718
1942312,111332
2111304,1722530
2386038,114037
369392,103856
283487,104479
1947607,91340
2054956,97981
2223063,2682411
2382752,108352
2050791,114541
2092726,955630
599659,96808
2070097,954202
1915689,957285
2049089,949783
1943347,95688
1925400,1091759
1917379,99192
2054731,93056
2756943,92798
2055794,2024952
1943479,93069
2074882,1089596
2122393,98131
2054469,953099
1943315,103026
1940352,1089530
2068569,101968
1923770,102973
2258212,100334
1923463,97637
2120154,101456
2091060,100317
1916363,96737
2078160,104342
2780323,95517
2083592,1090384
1916892,1866123
2116045,1089570
1947710,95626
2052030,97226
2202147,2026630
2104488,948838
2110337,92112
2756655,91623
1918823,953177
2053375,2012728
372636,100431
2194092,95623
1942034,97607
2387754,104195
1926941,96294
1913827,1722518
2052830,104888
1931970,952255
2267920,115764
1925157,1090344
366179,95905
1920299,94210
1927721,2146634
1934681,1090653
1921428,104121
2055700,1864947
1938348,107904
2791172,91422
2756348,114498
1931991,100266
1941623,104999
2049604,109866
2065972,2682508
1916955,1090518
1925159,1090337
2054617,104892
1938136,95683
1950693,102291
2392201,107046
2067746,105616
1948780,950449
2056492,96331
283498,105946
2115594,97432
2260824,90246
365297,103561
2089876,1089528
2387612,1089352
1949256,105178
2110384,1091973
2050435,957283
2052344,1087095
361753,952400
1947597,91322
2054298,105076
2071882,96733
1932538,2159258
1919104,97966
2070568,1089633
2050588,107145
1928418,95247
2062577,113433
2051300,102562
1913118,1086948
2055936,97702
1914606,100488
2258777,1089419
1923759,952375
1941303,952925
1944722,104279
2052939,104838
2200474,2685411
1915520,953598
2201417,1089577
2080742,952872
1933115,1084228
2063875,114546
1924093,103284
599949,109571
374277,115321
1941180,96436
1943209,102959
284388,96738
2270624,98725
2386139,106701
2070522,100334
1942768,949087
1942747,949058
369447,102731
1927082,1894584
1941727,954947
2199225,1850104
2076934,1087111
2120488,1088667
2274059,102085
2758896,94670
2383519,2683910
2053361,1087120
1935396,1089019
2090433,103164
364867,96139
1939160,958510
1915384,953227
2226449,2685691
284865,1087550
2387680,95275
2053414,97016
1938441,949443
2070762,104909
1921530,953725
1915359,104801
2051539,951853
1923833,1090275
1939345,110857
2127510,1726457
2082408,1086205
2386948,102714
2195206,2159341
2067955,104543
2260819,2684164
283042,103229
2199222,99740
2052034,93053
1939348,113241
2055464,102966
2671324,98648
2077234,952689
2117046,1088667
376073,1088667
1949142,99588
2678680,99572
361776,1090529
2773184,99572
600405,1086970
2063356,114509
2119325,97538
1942457,98049
2074532,111772
1938672,108022
2750697,99610
1935308,948394
2070620,97624
1920921,95112
2194719,2685617
2387202,1089577
2387874,2683899
1932257,948842
2053335,1087359
1951138,101558
2387237,95966
1928021,953188
1947598,91320
1944232,103775
1949966,105755
2111974,1087150
363020,1088524
1946809,93380
2101628,114808
2052701,91377
2050678,110661
1923421,2683595
1920573,101507
2200049,105568
2392567,98648
2052543,96875
2131727,112908
1918768,93017
2194767,2685669
1927464,948084
1939151,1091078
2112539,96955
2260472,2130403
1942020,105171
1943134,98647
367878,104901
2082202,102859
2749293,1089503
2104586,1087447
2203774,99343
2194035,2683597
2201291,952404
2266712,1083703
2049726,114101
2774638,2682527
1921392,97203
284586,99547
1939582,95599
2051948,96704
1945504,98906
1938527,98859
1912367,111509
1915435,95576
1912341,96357
1917658,103368
1938530,101403
2077889,954678
2116107,112695
2196053,2139396
1948177,957981
2392564,98648
2197624,104702
1940756,111487
2053726,95904
1932560,2159264
1942005,102643
2074668,95642
2071915,96899
2055553,952762
2207562,106386
2194852,1088644
1919609,949091
283191,102310
375517,114528
2068565,93750
2273959,104612
2671361,96567
1937861,1088802
2387041,98475
2085976,114769
1914476,2682169
1925834,1091469
373654,111631
2196789,2146631
2088437,954275
1925073,100048
1932332,948566
1932219,101793
1938872,111334
1917331,111357
2052527,105208
2089638,105588
1932999,952284
1941652,1086982
2200664,958977
1945669,112675
2116486,101983
1931850,102885
1921627,2685809
2391809,96824
2077711,1087093
1913072,98690
2087421,952980
2067527,103735
1938093,103916
957439,91999
1924510,2685976
1919984,101934
1939918,949403
1916837,115165
2126931,110708
1945426,95327
1923407,2034267
2271502,951685
2387108,102714
371968,104275
2790722,1086201
1944705,953186
1925939,1088174
2077161,96824
1920346,100430
1932982,100402
1923782,102183
1940057,1910633
1916361,951898
2056495,103311
2090025,100889
1938142,104410
2260718,89607
1940342,101937
2260441,2147756
372800,102314
2053263,104576
2751597,2683973
2081935,102318
2194791,2685668
2127357,1092120
1914603,100505
1915383,953227
2267743,112869
1941094,112592
1932238,101234
2127408,1092120
1950694,95921
2119174,114546
2121960,96339
1933113,94475
1939265,953187
2382079,114156
1927212,1092021
1927615,949632
2068798,2682558
1941720,92602
1949146,99589
1920956,96718
1914359,2685850
2202064,951722
1920619,112171
1927595,93708
2079815,2683653
2273828,2683789
2068990,92533
1917092,100428
2269569,1090516
2056636,105054
2671345,951698
1938101,102546
2202076,1087047
2070280,94042
2116204,107004
1932262,949945
2747752,102701
2751046,102701
2272493,2683739
2071509,2685844
1927194,1726436
1946978,98047
2050656,107393
2051095,93683
2082927,952981
2258420,1086336
1944403,1087177
2055828,104265
1950705,96074
2258219,1090223
2387360,1089477
2268566,98072
1915442,958105
2748195,1089648
1942777,949089
2196428,100569
1916979,953596
1935320,113921
1916978,103164
2270635,2683883
2070685,98390
1921637,91296
2673184,2683899
1920590,99721
1935635,951041
1924182,1858707
2393285,101865
2089944,100141
2122490,92314
1924184,1858707
2194095,2147151
2267475,2683973
2127125,105716
373101,96694
2117438,1089324
2084942,105354
2753967,100989
2077051,954279
2194455,1087011
2050279,1088640
2064781,109089
2118647,98793
1948033,93841
2087642,98402
1925054,100005
1915657,99303
2259033,1892278
2126952,108298
2114101,1091972
2069761,954023
2065509,91800
2270119,958520
1951554,102643
2758908,104579
2127820,109866
2793571,96728
1914601,2683644
363702,93962
363555,96961
1951553,103388
1952206,98669
2113545,1086256
2387042,101696
1950697,105758
1927173,105245
2070094,93525
1925676,103696
2060470,100261
1923533,92782
2120454,96808
383323,105974
2208703,113274
1950609,105095
1951909,104695
2070828,104033
1917597,101263
600000,102434
1935328,950965
1919980,103649
2081930,101859
2051930,97249
1942765,949047
1924752,2144444
2386972,97238
1917576,954471
1933318,100373
1939936,949667
1939229,953698
2387049,105710
2081414,97738
2051334,98488
2749944,103026
374345,105483
371935,97494
2195086,2682381
2105011,96224
2269690,114465
1943330,953608
2778233,96839
2385933,1091939
2197626,92544
368986,2683590
1923820,1710209
2056512,103510
1925271,105244
2218011,105213
1915226,952288
1941756,951780
1945421,954200
1938465,110501
2090091,104015
2054549,105238
2082415,90483
1914850,104570
2387013,102701
1913120,1087129
2772352,110708
2070691,98389
368774,100553
2065593,1952589
1952171,100495
2117284,94978
2088436,94933
365139,104381
1924205,1849174
2259812,952967
2065173,1722452
1935315,114861
372910,102467
369031,103943
2069561,1952569
2066234,95071
284976,98356
2080956,100079
1925681,96045
2070042,102681
2052849,103144
2260631,89443
2070086,94751
1943273,101946
2671285,97701
2055210,97963
1927151,96962
2387007,952375
2073272,100489
2086709,93796
2071062,101718
1918620,107333
1942749,1088597
2132348,105784
2123699,1092116
1942791,95179
1940355,952551
599616,102434
366969,949887
2053542,103523
1932522,113097
1921322,105750
2778235,96839
1919985,95862
2070878,955011
363037,948864
373337,951657
1919701,2035749
2673257,952527
2060481,101757
2055926,102730
362073,1088524
1946029,954454
2054538,104865
2392586,98648
2054355,952402
1925158,1090867
1944727,104972
2123226,950656
2069091,102149
2122406,952449
2386915,105283
2054161,94612
2124335,113108
2386645,96384
2270160,100782
1950615,105201
283294,100679
1923775,103006
2055677,102750
1933697,105853
1943272,105390
2196187,953152
283327,952752
2133159,109623
2074003,2685230
1917482,951759
2070816,101825
1920953,103459
2748935,111223
957519,105283
1941154,97012
1947699,102085
1927581,95099
2387760,98032
2195391,97636
2051841,97916
1943476,92076
2775089,103705
2066297,1086250
1912023,105860
2083773,108380
2199611,114544
2387564,101865
2112541,953697
1938828,2685436
2787544,113442
2064300,951087
2063261,113937
283052,951657
2083976,1884147
2754349,95413
1923790,103148
372055,103350
1917752,103793
2393119,114037
2755958,90172
2069184,1084242
1946803,93476
1925932,1088174
1923562,102628
1949147,2683896
2127042,107148
1942458,98022
362522,111213
2055770,953189
2111234,952300
2053413,1859870
2087723,102618
2268110,954357
1932306,1088674
283287,91336
2102671,2034550
2053267,102105
1944562,114010
2054187,95870
2053106,2136692
2076862,92323
1918634,98704
2075804,99374
2059274,1090072
374836,104749
2750098,2683974
2091749,114541
2066995,1083174
1919681,2682229
2387214,102701
2131849,105411
2194792,2685547
2385945,950574
369582,99455
2074930,105707
1942456,103428
2260545,95918
2196327,104627
2092312,951083
2086659,114433
2054311,95976
2067821,104664
2272408,955042
2756600,98478
1933111,94476
1928105,94972
2075107,108405
1952052,95558
379174,103323
1914605,953645
1917952,102654
2380752,952199
1942756,949087
2779052,104420
2266627,89860
1915688,957285
2069154,1089311
2077156,100289
2194672,1719500
1947717,109221
2117905,94338
2273238,951731
2678677,95882
2384627,2028222
2078185,102616
2197995,1090173
2793492,96384
1925928,91876
1943341,96839
2385907,1145881
356565,97616
2757240,951817
1948356,949291
2268576,94532
2203229,110547
2202909,952686
2051740,100886
1939608,103659
2084870,952163
2257745,96865
2106013,103917
1938829,1092049
1941854,2685798
2115629,102991
1917763,952671
1919137,97572
1932920,96370
1932292,1088645
2113118,1088667
2089840,103917
2052122,952653
284848,95744
1944989,99884
371987,100193
2074570,92144
2071522,99447
1927908,1090304
2386636,103103
2054347,99350
1949431,98061
2273210,1953514
1918922,105745
2051264,1087328
1915763,1087328
2104572,1888795
1946603,958567
2077174,1088170
2055087,93376
2067335,100012
2053325,1086943
1917065,95758
2196426,100565
2063823,109877
2383313,102768
1922867,94330
1928405,94018
2270552,110469
368900,103973
2054232,103111
1946547,100612
2773160,98408
2116317,951757
2385893,114401
1920587,101509
1917682,97302
1949189,100451
2749263,105472
2194485,2683855
2070490,105788
2391770,952805
2070632,953162
1921648,2683566
2080865,105432
1943207,102342
1938538,104667
372785,115642
2124331,113108
1924094,98061
1913629,953035
2203500,953087
1919230,1722471
2199186,953359
1917062,102865
1925284,104399
2105588,101699
2121382,104363
2065951,2025345
1933488,100358
2053318,2014971
2055194,103112
1923027,948823
1951108,112079
2386744,952539
365917,2683978
2203718,101352
2053153,952651
2260870,90762
1919888,1089456
2262927,2685148
2067555,105931
2753286,107226
2068606,1090399
1918948,102127
375879,1847165
2678608,953608
2260732,90635
1916382,103987
373823,115288
1923486,1092012
2391803,100672
1950117,105944
1912980,101176
1946969,952779
2111277,958118
2051751,1895476
1946783,95063
1923278,1873555
2269543,952673
1916209,2031052
2074513,109866
2052405,1090652
2386970,101855
373612,97963
2386583,103723
2202702,106805
1942455,952994
1920559,1084637
2273245,103118
2064867,1088673
1915794,102163
2065222,94600
1922829,950385
365348,952696
2051402,99474
2050884,113442
362062,112446
1932546,2159259
2756653,2683597
2067673,103545
2054700,955049
2775149,2682599
2087617,98402
2068339,99957
2393258,97701
1933033,100399
2054436,102371
1947990,99745
2081380,1086217
1914952,94502
1924090,98986
2067403,98999
372034,102687
2385746,953838
2268899,96658
356508,102089
1915456,98492
2065463,102360
2678613,103026
2068790,98438
2259095,107915
2195085,2682402
1947709,96339
2387232,1091076
2392491,105444
2269404,105444
2386736,99436
2054423,107196
2120921,98611
1938536,104667
2069386,96216
2779973,2683915
2386860,105283
1946578,100490
2049602,106825
376211,113379
373459,110609
1943457,105488
2117109,94317
2081572,96213
2059915,98782
1921405,104318
1943124,99241
283036,96257
376482,101898
1923549,99744
1938064,109845
1938076,109845
2050326,110994
2270627,98518
1932380,1088641
2105288,1084144
2110235,92669
2261413,2682556
1948028,95140
2088017,91081
1924502,2685879
2196875,94160
1946966,104275
2054468,99506
1941718,91833
2392562,102169
1947691,100047
1944416,1088667
368106,104647
2053538,2021647
600263,100229
2121446,104380
2065940,953371
2050662,1088545
2386581,100739
379432,104478
2068604,94740
1939347,113241
2078312,1090970
1923502,105292
2067294,100954
2068670,94776
2267753,107180
2204667,113946
1938875,112547
2051324,951746
2273309,99205
1932629,953556
2773509,2685707
2103109,954858
2118712,103535
375585,95618
2274237,112675
2267558,106052
1921437,102008
2060220,97223
2260360,98704
364606,97779
2060515,96486
2778968,100362
1939231,97804
2063283,113276
1915455,1087814
2055201,97080
2794130,95909
2079816,2683653
2082646,103623
2069437,93692
2082430,91077
2197640,103590
2202150,94176
2274361,97163
2064518,112440
2106518,950549
1938063,107511
2222319,108118
2257735,99431
2775132,2683705
1919931,1892294
2196953,96479
2071452,98999
2387245,99776
1947540,1086980
2065625,105306
1942046,103728
371945,104901
1927449,102709
2067165,91936
2245842,115130
2065386,103100
2202800,96402
2074944,101376
362093,101526
2050808,110857
2382465,952911
2050915,112440
1923277,1089610
